Title;Release Year;Locations;Fun Facts;Production Company;Distributor;Director;Writer;Actor 1;Actor 2;Actor 3;lat;lag
Dream for an Insomniac;1996;San Francisco Elbo Room (647 Valencia Street);"This location is called the ""Caf‚ Blue Eyes"" in the film.";Triton Productions;Columbia TriStar Home Video;Tiffanie DeBartolo;Tiffanie DeBartolo;Ione Skye;Jennifer Aniston;;37,7625064;-122,4214116
Dream with the Fishes;1997;San Francisco Pier 39;;3 Ring Circus Films;Sony Pictures Classics;Finn Taylor;Finn Taylor & Jeffrey Brown;David Arquette;Brad Hunt;;37,808673;-122,409821
Dream with the Fishes;1997;San Francisco Bay Bridge;Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.;3 Ring Circus Films;Sony Pictures Classics;Finn Taylor;Finn Taylor & Jeffrey Brown;David Arquette;Brad Hunt;;37,7982799;-122,3778182
Dying Young;1991;San Francisco ;;Twentieth Century Fox Film;Twentieth Century Fox Corporation;Joel Schumacher;Richard Friedenberg;Julia Roberts;Campbell Scott;;37,7749295;-122,4194155
Edtv;1999;San Francisco Palace of Fine Arts (3301 Lyon Street);The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,8029577;-122,4491929
Edtv;1999;San Francisco Moose's Restaurant (1652 Stockton);;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,8010894;-122,409101
Edtv;1999;San Francisco Mario's Bohemian Cigar Store (Washington Square);;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,8002499;-122,4097803
Pushing Dead;2016;San Francisco Hayes Street between Ashbury and Shrader;;Pushing Dead , LLC;TBD;Tom Brown;Tom Brown;Danny Glover;James Roday;Robin Weigert;37,7683453;-122,4517677
Edtv;1999;San Francisco Center for the Arts, Yerba Buena Gardens (701 Mission Street);;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,7856437;-122,4021904
Edtv;1999;San Francisco Castro Theatre (429 Castro Street, The Castro);The original Castro Theatre was built in 1910, a few doors down from the current theatre. The original theatre was converted into retail space, and the current theatre was built in the 1920s.;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,7620333;-122,4347591
Edtv;1999;San Francisco 20th & Connecticut Streets (Potrero Hill);;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,7591194;-122,4112306
Edtv;1999;San Francisco 19 Green Street (North Beach);;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,8006344;-122,3995867
Edtv;1999;San Francisco 1138 Filbert Street;;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,800566;-122,418279
Edtv;1999;San Francisco North Beach Video (1398 Grant Avenue at Green);The video store has since moved to an adjacent location. ;Imagine Entertainment;MCA / Universal Pictures;Ron Howard;Lowell Ganz;Matthew McConaughey;Jenna Elfman;;37,799847;-122,40765
Escape From Alcatraz;1979;San Francisco Alcatraz Island;Alcatraz Island was a military fort before it became a prison.;Paramount Pictures;Paramount Pictures;Donald Siegel;Richard Tuggle;Clint Eastwood;Patrick McGoohan;Robert Blossom;37,8269775;-122,4229555
Etruscan Smile;2017;San Francisco Treasure Island;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,8235515;-122,370648
Etruscan Smile;2017;San Francisco Andronico's, 1200 Irving Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7641047;-122,4712113
Etruscan Smile;2017;San Francisco Mudpie, 2185 Fillmore Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7895789;-122,4342146
Etruscan Smile;2017;San Francisco Hooker Alley Garden on Mason between Bush & Pine;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7904366;-122,4102362
Etruscan Smile;2017;San Francisco Broadway @ Jones Streets;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7968072;-122,4152099
Etruscan Smile;2017;San Francisco Outpost Studios, 69 Green Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,800349;-122,4007583
Etruscan Smile;2017;San Francisco Legion of Honor, 100 34th Ave;California Palace of the Legion of Honor was completed in 1924, and on Armistice Day of that year the doors opened to the public. In keeping with the wishes of the donors, to ?honor the dead while serving the living,? it was accepted by the city of San Francisco as a museum of fine arts dedicated to the memory of the 3,600 California men who had lost their lives on the battlefields of France during World War I.;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7844661;-122,5008419
Etruscan Smile;2017;San Francisco UCSF Mt Zion 1600 Divisadero;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7850048;-122,4389555
Etruscan Smile;2017;San Francisco 343 Union Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,8007987;-122,40507
Etruscan Smile;2017;San Francisco Pier 39 San Francisco;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,808673;-122,409821
Etruscan Smile;2017;San Francisco Pier 14 San Francisco;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,794042;-122,3905325
Etruscan Smile;2017;San Francisco Chaya / Perry's 132 Embarcadero;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7930111;-122,3920382
Etruscan Smile;2017;San Francisco Castle Street @ Green Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,8000109;-122,4050755
Etruscan Smile;2017;San Francisco 1227 Montgomery Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,8004781;-122,404539
Etruscan Smile;2017;San Francisco San Francisco City Hall;The museum party interiors were shot in the Historic San Francisco City Hall.;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7792597;-122,4192646
Etruscan Smile;2017;San Francisco San Francisco Airport;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,6213129;-122,3789554
Etruscan Smile;2017;San Francisco Benu Restaurant, 22 Hawthorne Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,785452;-122,399036
Etruscan Smile;2017;San Francisco California Street between Front and Davis;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7683574;-122,4345272
Etruscan Smile;2017;San Francisco Jones @ Broadway;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7968072;-122,4152099
Etruscan Smile;2017;San Francisco Bentley Reserve, 301 Battery Street;The Bentley Reserve is the former San Francisco Federal Reserve. Designed by architect George W. Kelham and completed in 1924, the building has been a prominent landmark of the Financial District for 89 years.;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7943448;-122,4006632
Etruscan Smile;2017;San Francisco St Regis Hotel, 125 3rd Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,78596;-122,4014544
Etruscan Smile;2017;San Francisco Marriott Marquis, 780 Mission Street;The Marriott Marquis opened on October 17, 1989, the day of the Loma Prieta earthquake.[7] With better earthquake proofing than several nearby hotels, the building only lost a single window.[7];Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7852279;-122,404389
Etruscan Smile;2017;San Francisco Laguna Honda Hospital, 375 Laguna Honda Blvd.;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,747287;-122,4592344
Etruscan Smile;2017;San Francisco Turk Street between Mason & Leavenworth;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,8063178;-122,4297213
Etruscan Smile;2017;San Francisco California Street between Sansome & Davis;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,8021588;-122,4033628
Etruscan Smile;2017;San Francisco 3rd Street between Market & Harrison;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7791813;-122,3931795
Etruscan Smile;2017;San Francisco Mason Street @ Vallejo ;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7981761;-122,412118
Etruscan Smile;2017;San Francisco 225 California Street;;Po Valley Productions, LLC;TBD;Oded Binnun/ Michel Brezis;Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro;Brian Cox;Roseanne Arquette;Thora Birch;37,7930909;-122,3992633
Experiment in Terror;1962;San Francisco George Washington High School (600 32nd Avenue );;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,7778259;-122,4918861
Experiment in Terror;1962;San Francisco Wells Fargo Bank (1 California Street, Financial District);;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,7933985;-122,3967649
Experiment in Terror;1962;San Francisco The Sea Captain's Chest (Fisherman's Wharf);;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,8079996;-122,4177434
Experiment in Terror;1962;San Francisco Sheraton Palace Hotel (2 Montgomery Street, Financial District);The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,7881439;-122,4017237
Experiment in Terror;1962;San Francisco Roaring Twenties Nightclub (555 Broadway at Columbus);;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,7980446;-122,4064657
Experiment in Terror;1962;San Francisco Candlestick Park;Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,7136933;-122,3796916
Experiment in Terror;1962;San Francisco 2632 Larkin Street at Lombard;;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,8017807;-122,4212677
Experiment in Terror;1962;San Francisco 100 St. Germain Avenue;;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,7576417;-122,4505057
Experiment in Terror;1962;San Francisco 1 Montgomery Street at Post;;Columbia Pictures;Columbia Pictures;Blake Edwards;The Gordons;Glenn Ford;Lee Remick;Stefanie Powers;37,789205;-122,4034422
Family Plot;1976;San Francisco Grace Cathedral Episcopal Church (1100 California Street);Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.;Universal Pictures;Universal Pictures;Alfred Hitchcock;Ernest Lehman;Karen Black;Bruce Dern;Barbara Harris;37,7918581;-122,4134328
Family Plot;1976;San Francisco Fairmont Hotel (950 Mason Street, Nob Hill);In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.;Universal Pictures;Universal Pictures;Alfred Hitchcock;Ernest Lehman;Karen Black;Bruce Dern;Barbara Harris;37,7923723;-122,4105611
Family Plot;1976;San Francisco 2230 Sacramento Street;"Called ""1001 Franklin"" in the film.";Universal Pictures;Universal Pictures;Alfred Hitchcock;Ernest Lehman;Karen Black;Bruce Dern;Barbara Harris;37,7905166;-122,4305775
Family Plot;1976;San Francisco Nob Hill;Railroad tycoons like Leland Stanford (founder of Stanford University) lived in Nob Hill at the turn of the 20th Century. The 1906 earthquake completely destroyed Nob Hill, with the exception of the wall that surrounded the mansions of Stanford and his neighbor Mark Hopkins.;Universal Pictures;Universal Pictures;Alfred Hitchcock;Ernest Lehman;Karen Black;Bruce Dern;Barbara Harris;37,793014;-122,416113
Fandom;2004;San Francisco ;;The Digital Golem;Cinequest Distribution;Nicholas Tucker;Nicholas Tucker & Mark Hefti;Mark Hefti;Peter Quintana;;37,7749295;-122,4194155
Fat Man and Little Boy;1989;San Francisco Postcard Row (Alamo Square, Hayes Valley);The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.;Paramount Pictures;Paramount Pictures;Roland Joffe;Roland Joffe;Paul Newman;John Cusack;;37,7762593;-122,432758
Fathers' Day;1997;San Francisco ;;Northern Lights Entertainment;Columbia Broadcasting System;Ivan Reitman;Lowell Ganz;Robin Williams;Billy Crystal;;37,7749295;-122,4194155
Fearless;1993;San Francisco 400 Montgomery Street;;Spring Creek Productions;Warner Bros. Pictures;Peter Weir;Rafael Yglesias;Jeff Bridges;Isabella Rosellini;Rosie Perez;37,7931409;-122,4025849
Fearless;1993;San Francisco Folsom Street & Embarcadero;;Spring Creek Productions;Warner Bros. Pictures;Peter Weir;Rafael Yglesias;Jeff Bridges;Isabella Rosellini;Rosie Perez;37,761877;-122,4149987
Fearless;1993;San Francisco Varennes Alley between Filbert and Union;;Spring Creek Productions;Warner Bros. Pictures;Peter Weir;Rafael Yglesias;Jeff Bridges;Isabella Rosellini;Rosie Perez;37,8007402;-122,4068231
Fearless;1993;San Francisco St. Peter & Paul's Church (666 Filbert Street, Washington Square);Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.;Spring Creek Productions;Warner Bros. Pictures;Peter Weir;Rafael Yglesias;Jeff Bridges;Isabella Rosellini;Rosie Perez;37,8013901;-122,4101618
Fearless;1993;San Francisco San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill);SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ;Spring Creek Productions;Warner Bros. Pictures;Peter Weir;Rafael Yglesias;Jeff Bridges;Isabella Rosellini;Rosie Perez;37,7558047;-122,4044432
Fearless;1993;San Francisco Kohl Building (400 Montgomery Street);;Spring Creek Productions;Warner Bros. Pictures;Peter Weir;Rafael Yglesias;Jeff Bridges;Isabella Rosellini;Rosie Perez;37,7931409;-122,4025849
Fearless;1993;San Francisco Bank of America Building (555 California Street);The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.;Spring Creek Productions;Warner Bros. Pictures;Peter Weir;Rafael Yglesias;Jeff Bridges;Isabella Rosellini;Rosie Perez;37,792062;-122,4037148
